LD_Name,ND-LD_psnr,box_psnr,gaus_psnr,sharp_psnr,med_psnr,NDvsLD,Dict_PSNR,ND-dict_reconstruction
L192_QD_3_1.CT.0003.0001.2015.12.22.20.43.31.862066.358698060.IMA,21.31102960632456,19.64641877263012,20.962597359596828,8.602055013044788,21.79212908214804,21.311029606324556,19.6445411852982,0.2075438068063422
L192_QD_3_1.CT.0003.0002.2015.12.22.20.43.31.862066.358698084.IMA,21.03069383261876,19.4242783391995,20.724998034530792,8.356018752017974,21.37829093235601,21.03069383261876,19.305319513670423,0.2158096507743449
L192_QD_3_1.CT.0003.0003.2015.12.22.20.43.31.862066.358698108.IMA,21.405967931246742,19.393480498048824,20.77591045729976,8.425012629278243,21.251769593695823,21.405967931246742,19.07512161704781,0.2216056132279344
L192_QD_3_1.CT.0003.0004.2015.12.22.20.43.31.862066.358698132.IMA,21.602413693932697,19.319951958087323,20.75353435891929,8.385834697763658,20.96951071985588,21.602413693932697,18.798318084737836,0.22878151596193178
L192_QD_3_1.CT.0003.0005.2015.12.22.20.43.31.862066.358698156.IMA,21.366068030532222,19.17606780446046,20.58800713718911,8.205688351295446,20.948859896384207,21.366068030532226,18.64578736794488,0.2328345736559134
L192_QD_3_1.CT.0003.0006.2015.12.22.20.43.31.862066.358698180.IMA,21.927854862205827,19.59972463621712,21.05000972842558,8.656788729407163,21.37676682782127,21.927854862205827,19.212427090843494,0.21813004205891218
L192_QD_3_1.CT.0003.0007.2015.12.22.20.43.31.862066.358698204.IMA,22.052228025089367,19.897227881378463,21.315223085388155,8.916312780692802,21.843726074057308,22.052228025089367,19.721492291078057,0.2057132299007718
L192_QD_3_1.CT.0003.0008.2015.12.22.20.43.31.862066.358698228.IMA,21.99013511562718,20.09152634854957,21.45828011435129,9.060670765675123,22.25527663266977,21.99013511562718,20.147795466822963,0.19586059265441402
L192_QD_3_1.CT.0003.0009.2015.12.22.20.43.31.862066.358698252.IMA,22.59387554155961,20.357621282624567,21.79227751204412,9.40627659889495,22.687655238580344,22.593875541559612,20.439566485590483,0.18939064075095913
L192_QD_3_1.CT.0003.0010.2015.12.22.20.43.31.862066.358698276.IMA,22.63352195061028,20.26309862705355,21.736610568207663,9.287216475981827,22.44082868765993,22.63352195061028,20.16363556739006,0.1955037352194177
L192_QD_3_1.CT.0003.0011.2015.12.22.20.43.31.862066.358698300.IMA,22.410317227765468,19.89222202808781,21.38041691592552,8.994815575902319,21.95668132520449,22.410317227765468,19.610616328067575,0.2083560047723368
L192_QD_3_1.CT.0003.0012.2015.12.22.20.43.31.862066.358698324.IMA,23.12959554321875,19.94626224644844,21.52929219189405,9.23987126626222,21.922515547464787,23.12959554321875,19.521170797103665,0.21051269821533164
L192_QD_3_1.CT.0003.0013.2015.12.22.20.43.31.862066.358698348.IMA,23.398179472793057,19.91288905331316,21.52981251570867,9.246482766505684,22.218567650450417,23.398179472793057,19.3507367501123,0.21468415900474705
L192_QD_3_1.CT.0003.0014.2015.12.22.20.43.31.862066.358698372.IMA,23.288028142404656,19.97702590081279,21.57904369660292,9.271319857657812,22.08323276324778,23.288028142404656,19.42838969344541,0.21277340957943272
L192_QD_3_1.CT.0003.0015.2015.12.22.20.43.31.862066.358698396.IMA,23.900155115294822,20.57019157488909,22.1842699830935,9.88258689398289,22.838378487779444,23.900155115294822,20.29566498064069,0.19255446278774166
L192_QD_3_1.CT.0003.0016.2015.12.22.20.43.31.862066.358698420.IMA,24.245975846077524,20.978519615126743,22.60384325119236,10.23005260246805,23.605518888180832,24.245975846077524,21.0657089012664,0.17621845635787894
L192_QD_3_1.CT.0003.0017.2015.12.22.20.43.31.862066.358698444.IMA,24.046005959180587,20.96199946997409,22.560664156512967,10.148700885091158,23.651541516658607,24.046005959180587,21.09066143533569,0.17571294830450468
L192_QD_3_1.CT.0003.0018.2015.12.22.20.43.31.862066.358698468.IMA,24.66040875593292,20.953336594336943,22.645540743244126,10.255576336809645,23.577287295826817,24.660408755932917,20.93144494490984,0.17896355179992632
L192_QD_3_1.CT.0003.0019.2015.12.22.20.43.31.862066.358698492.IMA,24.793234281186407,20.78838481108102,22.521455076911224,10.160644262413818,23.356838605655863,24.793234281186407,20.616867968114086,0.18556387766233692
L192_QD_3_1.CT.0003.0020.2015.12.22.20.43.31.862066.358698516.IMA,24.504841149321464,20.43663436348414,22.16772126535895,9.81796874433756,22.73528551274316,24.504841149321464,20.053675324402867,0.19799447495564793
L192_QD_3_1.CT.0003.0021.2015.12.22.20.43.31.862066.358698540.IMA,24.971705172589417,20.36137260506343,22.16279241042948,9.779014383627535,22.635791570311504,24.971705172589417,19.69807226934908,0.20626864904107833
L192_QD_3_1.CT.0003.0022.2015.12.22.20.43.31.862066.358698564.IMA,24.869443113334377,20.25151924313141,22.04324118982693,9.719563589336826,22.7889522600986,24.869443113334377,19.577815684370588,0.2091443099064
L192_QD_3_1.CT.0003.0023.2015.12.22.20.43.31.862066.358698588.IMA,24.46554600529611,20.439021156875924,22.16007461131438,9.793245630743629,22.76438002890771,24.46554600529611,19.927256302273356,0.20089726416468331
L192_QD_3_1.CT.0003.0024.2015.12.22.20.43.31.862066.358698612.IMA,24.922363158855678,21.022657322477688,22.735507397795622,10.339493635582148,23.56202222293009,24.922363158855674,20.767360524491494,0.18237647251211234
L192_QD_3_1.CT.0003.0025.2015.12.22.20.43.31.862066.358698636.IMA,24.79651475767997,21.36468052346309,23.015729331421024,10.597381725822162,24.23062593606484,24.796514757679972,21.471006667768094,0.16818470750527048
L192_QD_3_1.CT.0003.0026.2015.12.22.20.43.31.862066.358698660.IMA,24.32181469846338,21.112567228204504,22.717683089656955,10.354960039097088,23.70003877495585,24.32181469846338,21.19111560870319,0.1736924964356227
L192_QD_3_1.CT.0003.0027.2015.12.22.20.43.31.862066.358698684.IMA,24.64590335846815,21.02627234907488,22.69249190083827,10.35881245332293,23.5811836167047,24.64590335846815,21.02317385264632,0.17708351954180276
L192_QD_3_1.CT.0003.0028.2015.12.22.20.43.31.862066.358698708.IMA,24.30885283387823,20.904736272961323,22.536311853359464,10.186456069061904,23.385898824556783,24.30885283387823,20.791887133776946,0.18186221695168794
L192_QD_3_1.CT.0003.0029.2015.12.22.20.43.31.862066.358698732.IMA,23.556272535739563,20.35226474299296,21.95156626425141,9.553742481450216,22.220458558850677,23.556272535739563,19.946088319067783,0.2004621674209784
L192_QD_3_1.CT.0003.0030.2015.12.22.20.43.31.862066.358698756.IMA,23.67143038891209,20.34070371941967,21.949869327684763,9.573212387295015,22.507098108458045,23.67143038891209,19.88344530161575,0.2019131353072529
L192_QD_3_1.CT.0003.0031.2015.12.22.20.43.31.862066.358698780.IMA,23.391269303533413,20.40650276822838,21.949566053749496,9.617279356672077,22.668403486057688,23.391269303533413,20.125042907570894,0.19637431913149403
L192_QD_3_1.CT.0003.0032.2015.12.22.20.43.31.862066.358698804.IMA,22.752335733434155,20.4961501028222,21.92358728938196,9.524370900727185,22.415600475784903,22.752335733434155,20.466842853066176,0.18879682869808098
L192_QD_3_1.CT.0003.0033.2015.12.22.20.43.31.862066.358698828.IMA,22.971807077186416,20.912768377809183,22.31767042690448,9.86806928187367,23.28276486881731,22.971807077186416,21.24596872601188,0.17259905014001772
