LD_Name,ND-LD_psnr,box_psnr,gaus_psnr,sharp_psnr,med_psnr,NDvsLD,Dict_PSNR,ND-dict_reconstruction
L192_QD_3_1.CT.0003.0001.2015.12.22.20.43.31.862066.358698060.IMA,21.31102960632456,19.64641877263012,20.962597359596828,8.602055013044788,21.79212908214804,21.311029606324556,17.616807647356712,0.2621177644425157
L192_QD_3_1.CT.0003.0002.2015.12.22.20.43.31.862066.358698084.IMA,21.03069383261876,19.4242783391995,20.724998034530792,8.356018752017974,21.37829093235601,21.03069383261876,17.362145785140054,0.2699165712188733
L192_QD_3_1.CT.0003.0003.2015.12.22.20.43.31.862066.358698108.IMA,21.405967931246742,19.393480498048824,20.77591045729976,8.425012629278243,21.251769593695823,21.405967931246742,17.18947375083516,0.2753360959095015
L192_QD_3_1.CT.0003.0004.2015.12.22.20.43.31.862066.358698132.IMA,21.602413693932697,19.319951958087323,20.75353435891929,8.385834697763658,20.96951071985588,21.602413693932697,16.960408530549454,0.2826938829329826
L192_QD_3_1.CT.0003.0005.2015.12.22.20.43.31.862066.358698156.IMA,21.366068030532222,19.17606780446046,20.58800713718911,8.205688351295446,20.948859896384207,21.366068030532226,16.82709857450827,0.2870660998552758
L192_QD_3_1.CT.0003.0006.2015.12.22.20.43.31.862066.358698180.IMA,21.927854862205827,19.59972463621712,21.05000972842558,8.656788729407163,21.37676682782127,21.927854862205827,17.342704511293867,0.27052139113222373
L192_QD_3_1.CT.0003.0007.2015.12.22.20.43.31.862066.358698204.IMA,22.052228025089367,19.897227881378463,21.315223085388155,8.916312780692802,21.843726074057308,22.052228025089367,17.72960192351132,0.25873592952059504
L192_QD_3_1.CT.0003.0008.2015.12.22.20.43.31.862066.358698228.IMA,21.99013511562718,20.09152634854957,21.45828011435129,9.060670765675123,22.25527663266977,21.99013511562718,18.043447099215427,0.24955396971495877
L192_QD_3_1.CT.0003.0009.2015.12.22.20.43.31.862066.358698252.IMA,22.59387554155961,20.357621282624567,21.79227751204412,9.40627659889495,22.687655238580344,22.593875541559612,18.29861202462089,0.24232947220465278
L192_QD_3_1.CT.0003.0010.2015.12.22.20.43.31.862066.358698276.IMA,22.63352195061028,20.26309862705355,21.736610568207663,9.287216475981827,22.44082868765993,22.63352195061028,18.112941147668476,0.2475653048740842
L192_QD_3_1.CT.0003.0011.2015.12.22.20.43.31.862066.358698300.IMA,22.410317227765468,19.89222202808781,21.38041691592552,8.994815575902319,21.95668132520449,22.410317227765468,17.651961132081244,0.26105906669226336
L192_QD_3_1.CT.0003.0012.2015.12.22.20.43.31.862066.358698324.IMA,23.12959554321875,19.94626224644844,21.52929219189405,9.23987126626222,21.922515547464787,23.12959554321875,17.596626259415466,0.2627274947903523
L192_QD_3_1.CT.0003.0013.2015.12.22.20.43.31.862066.358698348.IMA,23.398179472793057,19.91288905331316,21.52981251570867,9.246482766505684,22.218567650450417,23.398179472793057,17.44224439429715,0.2674389250220536
L192_QD_3_1.CT.0003.0014.2015.12.22.20.43.31.862066.358698372.IMA,23.288028142404656,19.97702590081279,21.57904369660292,9.271319857657812,22.08323276324778,23.288028142404656,17.570787765091573,0.2635102113872482
L192_QD_3_1.CT.0003.0015.2015.12.22.20.43.31.862066.358698396.IMA,23.900155115294822,20.57019157488909,22.1842699830935,9.88258689398289,22.838378487779444,23.900155115294822,18.271537439181635,0.24308601027158122
L192_QD_3_1.CT.0003.0016.2015.12.22.20.43.31.862066.358698420.IMA,24.245975846077524,20.978519615126743,22.60384325119236,10.23005260246805,23.605518888180832,24.245975846077524,18.786831804539972,0.22908425834235566
L192_QD_3_1.CT.0003.0017.2015.12.22.20.43.31.862066.358698444.IMA,24.046005959180587,20.96199946997409,22.560664156512967,10.148700885091158,23.651541516658607,24.046005959180587,18.80718206323577,0.22854816277326093
L192_QD_3_1.CT.0003.0018.2015.12.22.20.43.31.862066.358698468.IMA,24.66040875593292,20.953336594336943,22.645540743244126,10.255576336809645,23.577287295826817,24.660408755932917,18.659533588080116,0.2324663829287745
L192_QD_3_1.CT.0003.0019.2015.12.22.20.43.31.862066.358698492.IMA,24.793234281186407,20.78838481108102,22.521455076911224,10.160644262413818,23.356838605655863,24.793234281186407,18.45827006081925,0.23791582744072562
